SOG,COG,Heading,LON,LAT,Cluster
0.9,303.2,9,-91.23019,27.95965,2
0.5,255.2,273,-96.5165,27.67863,2
1.0,356.5,355,-88.8855,29.41703,2
12.6,45.0,48,-94.0666,29.39178,1
0.5,255.5,273,-96.51669,27.67859,2
0.0,0.0,0,-90.20969,29.12177,1
0.0,0.0,0,-96.36385,27.7216,1
0.0,0.0,0,-94.61326,29.3245,1
0.0,0.0,0,-91.29702,29.68522,1
11.5,174.8,172,-94.44034,28.7407,2
0.0,0.0,0,-93.86953,29.72571,1
0.5,265.1,185,-96.36113,27.5618,2
0.0,0.0,0,-91.09843,29.69112,1
11.7,203.2,200,-89.57275,28.66622,2
12.0,228.9,225,-89.45944,29.36055,2
13.1,90.0,87,-82.86922,23.6653,0
18.4,201.3,198,-93.428,29.34015,2
102.3,360.0,511,-91.09853,29.69096,2
5.9,122.0,116,-89.5225,28.48864,1
0.0,0.0,0,-95.27639,29.73352,1
0.0,0.0,0,-95.27639,29.73351,1
0.4,36.6,95,-79.97994,26.18346,0
0.3,233.7,63,-88.88586,29.41744,1
0.0,0.0,0,-93.32448,29.79465,1
0.0,0.0,0,-90.20316,29.13942,1
0.0,0.0,0,-94.78012,29.36229,1
0.0,0.0,0,-88.7747,28.17412,1
0.0,0.0,0,-89.35512,29.25688,1
0.8,79.5,81,-82.55077,27.86127,0
14.3,182.7,183,-83.19712,26.91167,0
14.3,182.9,183,-83.19763,26.90293,0
14.3,182.8,184,-83.19808,26.89418,0
0.4,38.7,97,-79.98026,26.18295,0
14.4,57.2,59,-80.59906,24.62407,0
10.3,342.6,343,-94.9774,29.67177,2
0.0,0.0,0,-95.28495,29.74648,1
0.0,0.0,0,-94.671,29.22513,1
0.0,0.0,0,-95.00873,29.61247,1
13.7,180.6,179,-94.42348,27.8367,2
14.9,119.1,110,-85.44217,24.97667,0
0.0,0.0,0,-82.63028,27.77636,0
18.3,201.8,200,-93.4214,29.35536,2
0.0,0.0,0,-90.08113,29.90115,1
7.2,292.6,511,-92.17837,29.77701,2
0.0,0.0,0,-80.07453,26.11788,0
0.1,81.1,229,-80.07455,26.1179,0
12.4,284.4,285,-89.55033,29.36538,2
0.0,0.0,0,-95.15913,28.86077,1
0.0,0.0,0,-80.11621,26.08808,0
11.3,286.7,284,-85.29737,28.01603,2
0.0,0.0,0,-93.72545,29.58662,1
0.0,0.0,0,-95.1442,29.7347,1
11.5,180.0,178,-93.21165,29.30506,2
0.3,261.3,9,-96.19292,27.54656,1
0.4,84.1,81,-82.54974,27.86133,0
0.4,253.7,9,-96.1899,27.54714,1
0.0,0.0,0,-91.29701,29.6852,1
0.0,0.0,0,-91.29702,29.68517,1
0.0,0.0,0,-91.29703,29.6852,1
0.0,0.0,0,-93.86952,29.72571,1
0.3,144.7,222,-80.06934,26.12501,0
0.0,0.0,0,-94.45441,29.24647,1
0.1,155.3,511,-89.35508,29.25687,2
14.4,296.1,297,-85.14841,28.13669,2
13.0,90.1,88,-84.6911,27.6124,0
0.0,0.0,0,-92.05259,29.43012,1
0.2,256.4,9,-96.19353,27.54643,1
0.3,254.5,9,-96.19317,27.54651,1
0.0,0.0,0,-89.76485,29.54291,1
11.7,174.4,172,-94.4399,28.737,2
0.0,0.0,0,-93.32447,29.79466,1
0.2,301.5,222,-90.30306,29.95478,2
14.4,56.0,58,-80.5825,24.63408,0
0.0,0.0,0,-95.09576,29.74962,1
0.0,0.0,0,-95.0087,29.61247,1
0.0,0.0,0,-90.20409,29.1428,1
0.1,295.9,252,-90.20418,29.14288,2
0.0,0.0,0,-90.21425,29.14204,1
0.0,0.0,0,-94.78015,29.36228,1
0.0,0.0,0,-90.08111,29.90115,1
9.9,10.9,10,-90.00183,29.81365,1
0.0,0.0,0,-82.55883,27.63344,0
10.8,34.8,34,-89.34954,29.0078,1
4.3,328.3,511,-97.06953,27.84364,2
0.0,0.0,0,-80.25606,25.80402,0
14.0,252.1,251,-81.18711,24.39492,0
0.0,0.0,0,-80.12086,26.07457,0
0.0,0.0,0,-91.29704,29.68523,1
13.7,180.1,179,-94.42351,27.83156,2
8.8,111.7,105,-89.25426,28.69637,1
4.6,87.2,99,-95.2594,29.72713,1
14.3,182.7,183,-83.19785,26.89852,0
0.0,0.0,0,-89.94573,29.87158,1
0.0,0.0,0,-93.32449,29.79468,1
0.0,0.0,0,-89.76483,29.54291,1
7.8,15.5,511,-97.06928,27.84193,2
14.4,56.9,58,-80.59501,24.62646,0
0.0,0.0,0,-89.76484,29.54291,1
12.6,45.0,44,-94.05353,29.4028,1
0.0,0.0,0,-92.18623,29.78081,1
0.0,0.0,0,-90.21424,29.14207,1
0.1,248.0,68,-94.55382,29.29342,1
0.0,0.0,0,-95.27563,29.73063,1
0.1,73.1,118,-93.64851,29.4353,1
0.0,0.0,0,-93.6486,29.4353,1
0.0,0.0,0,-95.28495,29.74647,1
0.0,0.0,0,-90.20966,29.12178,1
0.0,0.0,0,-94.671,29.22518,1
11.5,73.4,83,-79.37007,26.27406,0
11.1,341.0,341,-94.97146,29.65589,2
0.0,0.0,0,-92.05259,29.43014,1
0.0,0.0,0,-92.05258,29.43014,1
0.1,267.3,131,-93.85084,28.67831,2
11.1,39.0,39,-90.02685,28.16245,1
0.1,169.9,334,-82.4426,27.91482,0
0.0,0.0,0,-80.24544,25.79636,0
0.0,0.0,0,-88.96733,29.04344,1
0.3,95.6,82,-82.54964,27.86134,0
0.0,0.0,0,-88.96732,29.04344,1
0.3,16.5,37,-88.88577,29.41749,1
0.0,0.0,0,-94.78012,29.36229,1
0.1,45.6,239,-88.88313,29.41775,1
0.5,338.0,2,-88.88569,29.41739,2
10.1,341.7,342,-94.97977,29.6782,2
0.0,0.0,0,-90.20446,29.14245,1
13.1,89.1,87,-82.85991,23.66537,0
18.2,204.3,202,-93.4236,29.35011,2
13.0,89.3,87,-82.95416,23.66468,0
0.0,0.0,0,-95.0088,29.61257,1
0.0,0.0,0,-93.69831,29.25078,1
0.0,0.0,0,-80.25607,25.80402,0
0.0,0.0,0,-90.32102,29.93864,1
17.4,155.3,153,-80.03799,27.62222,0
12.7,267.6,266,-91.87747,27.91801,2
0.0,0.0,0,-95.14423,29.73472,1
14.5,296.7,297,-85.03112,28.08531,2
10.1,349.0,350,-89.95819,29.6624,2
11.0,38.0,38,-90.02207,28.16757,1
0.0,0.0,0,-92.0526,29.43014,1
0.0,0.0,0,-91.09842,29.69112,1
1.1,298.9,11,-91.23111,27.96017,2
0.0,0.0,0,-89.3551,29.25687,1
0.0,0.0,0,-82.44263,27.91482,0
0.0,0.0,0,-95.27641,29.73351,1
0.0,0.0,0,-90.21424,29.14205,1
11.7,202.9,200,-89.57882,28.65367,2
10.7,32.9,32,-89.33851,29.02175,1
10.7,35.4,33,-89.34262,29.01644,1
0.4,40.7,96,-79.98014,26.18311,0
5.8,121.2,115,-89.55684,28.50706,1
0.0,0.0,0,-80.25607,25.804,0
12.4,46.0,48,-94.13548,29.3347,1
102.3,360.0,511,-91.09844,29.69099,2
11.7,126.0,126,-94.06308,28.95253,1
0.0,0.0,0,-82.63027,27.77636,0
0.0,0.0,0,-80.11621,26.08808,0
0.5,254.6,273,-96.5163,27.67868,2
0.0,0.0,0,-94.61326,29.32448,1
14.4,56.0,58,-80.59055,24.62916,0
0.0,0.0,0,-94.47,29.25237,1
0.0,0.0,0,-90.20319,29.13942,1
11.0,341.6,341,-94.97407,29.66269,2
0.1,130.1,232,-80.07452,26.11786,0
0.0,0.0,0,-95.20449,29.74188,1
0.0,0.0,0,-93.72548,29.58658,1
12.1,56.5,58,-95.34499,28.08975,1
0.0,0.0,0,-92.05258,29.43013,1
14.3,296.1,297,-85.13916,28.13269,2
11.5,72.5,80,-79.35739,26.27745,0
11.7,170.9,168,-94.43923,28.73162,2
10.9,37.1,35,-89.39436,28.95439,1
0.5,266.2,185,-96.36153,27.56178,2
9.6,104.0,110,-89.95937,29.87959,1
0.0,0.0,0,-88.96732,29.04342,1
0.0,0.0,0,-90.20316,29.13942,1
11.7,126.0,126,-94.05168,28.94498,1
11.7,127.0,126,-94.05963,28.95025,1
0.3,243.4,9,-96.19069,27.54701,1
10.3,32.6,33,-89.99727,29.82632,1
0.0,0.0,0,-91.10175,29.65443,1
11.3,286.7,284,-85.30594,28.01828,2
0.1,155.3,511,-89.35507,29.25687,2
102.3,360.0,511,-91.09843,29.69101,2
0.9,304.6,10,-91.23082,27.96,2
12.3,56.9,58,-95.42637,28.04235,1
11.5,286.0,284,-85.20429,27.99206,2
12.6,46.0,48,-94.05648,29.4003,1
7.2,296.8,511,-92.18117,29.77812,2
15.7,36.0,38,-89.73663,28.48395,1
0.0,0.0,0,-92.18623,29.78081,1
15.9,37.0,38,-89.6492,28.58462,1
13.1,89.9,87,-82.83479,23.66559,0
0.0,0.0,0,-91.29702,29.68522,1
11.7,351.6,354,-93.22446,29.21119,2
11.8,357.0,0,-93.22248,29.19615,2
8.4,112.4,105,-89.32313,28.72139,1
8.8,112.3,106,-89.26334,28.69959,1
5.6,289.7,511,-92.18357,29.77895,2
0.0,0.0,0,-88.96733,29.04344,1
13.1,359.9,3,-94.41299,28.90559,2
0.0,0.0,0,-94.45439,29.24649,1
0.0,0.0,0,-88.77474,28.1741,1
10.9,35.3,33,-89.34495,29.01357,1
0.4,253.2,77,-88.89383,29.41369,2
3.1,20.2,16,-82.55653,27.85621,0
0.0,0.0,0,-80.12343,26.09525,0
13.0,89.5,89,-84.68152,27.61254,0
10.0,116.0,118,-89.94912,29.87626,1
0.0,0.0,0,-95.00867,29.61252,1
0.0,0.0,0,-95.00878,29.61247,1
0.0,0.0,0,-90.08112,29.90115,1
0.5,52.2,100,-79.98317,26.17994,0
0.0,0.0,0,-95.28498,29.74646,1
0.0,0.0,0,-90.20318,29.13941,1
5.8,121.8,115,-89.50881,28.48126,1
5.8,121.5,115,-89.55419,28.50563,1
11.2,39.0,38,-90.08122,28.10122,1
14.8,117.2,110,-85.54181,25.02505,0
5.0,74.8,67,-95.26589,29.72502,1
11.6,188.9,188,-93.66518,29.14569,2
0.0,0.0,0,-88.96731,29.04344,1
11.5,74.8,86,-79.4412,26.25521,0
0.3,244.1,9,-96.19013,27.54712,1
12.2,177.8,175,-93.20883,28.59788,2
0.5,25.9,96,-79.98004,26.18328,0
0.0,0.0,0,-80.11621,26.08808,0
0.0,0.0,0,-93.32445,29.79468,1
18.2,204.8,202,-93.42575,29.34521,2
0.0,0.0,0,-89.94574,29.87158,1
0.0,0.0,0,-89.35508,29.25687,1
0.0,0.0,0,-90.20425,29.14262,1
0.0,0.0,0,-95.09576,29.74961,1
0.1,341.5,252,-90.20417,29.14281,2
0.1,194.7,65,-94.53066,29.30546,1
0.0,0.0,0,-94.53064,29.30536,1
0.0,0.0,0,-94.7856,28.67725,1
4.5,100.1,107,-95.25781,29.72699,1
10.9,341.7,341,-94.97538,29.66614,2
8.9,349.6,356,-90.02473,29.75972,2
10.3,40.0,33,-89.99492,29.829,1
9.8,341.1,342,-94.98092,29.68121,2
9.6,319.0,319,-94.98587,29.68905,2
0.0,0.0,0,-95.28495,29.74648,1
16.1,326.6,327,-79.28063,30.1768,2
0.0,0.0,0,-91.09842,29.69111,1
0.1,23.8,190,-80.07539,26.11824,0
0.0,0.0,0,-96.88355,27.78768,1
0.5,262.8,186,-96.35718,27.56219,2
11.6,189.1,187,-93.6639,29.15317,2
0.0,0.0,0,-92.1881,29.78109,1
12.0,56.4,58,-95.34126,28.09195,1
11.6,120.0,120,-94.32852,29.11217,1
0.0,0.0,0,-90.21183,29.1458,1
13.1,89.7,90,-84.57323,27.61287,0
0.3,258.5,9,-96.19376,27.54637,1
0.0,0.0,0,-90.21422,29.14207,1
14.4,296.2,297,-85.15496,28.13954,2
0.0,0.0,0,-91.09843,29.69113,1
14.9,118.2,110,-85.44658,24.97886,0
8.8,111.9,105,-89.25731,28.69746,1
0.0,0.0,0,-94.55384,29.29342,1
0.0,0.0,0,-88.77473,28.17414,1
0.0,0.0,0,-82.55882,27.63343,0
0.0,0.0,0,-88.77475,28.17413,1
0.0,0.0,0,-88.77471,28.17411,1
0.0,0.0,0,-95.09576,29.74964,1
0.0,0.0,0,-95.00878,29.61248,1
0.0,0.0,0,-95.09576,29.74963,1
14.7,57.3,58,-80.67755,24.57783,0
0.0,0.0,0,-90.08111,29.90116,1
13.1,90.0,87,-82.84076,23.66556,0
0.0,0.0,0,-94.45438,29.24649,1
0.0,0.0,0,-88.96732,29.04345,1
14.3,182.9,183,-83.19881,26.88097,0
6.7,292.8,511,-92.18545,29.77958,2
0.0,0.0,0,-82.6303,27.77636,0
11.2,0.6,5,-93.21728,29.12691,1
2.4,18.9,19,-82.55619,27.85705,0
0.6,82.2,82,-82.54994,27.86133,0
0.0,0.0,0,-90.20321,29.1394,1
16.1,326.3,327,-79.29501,30.19552,2
14.3,296.0,297,-85.14395,28.13477,2
0.0,0.0,0,-89.76486,29.54292,1
5.6,119.0,112,-89.50669,28.4802,1
11.5,73.5,81,-79.3409,26.28218,0
0.0,0.0,0,-94.45438,29.24651,1
0.0,0.0,0,-93.3245,29.79466,1
15.7,36.0,38,-89.73003,28.49177,1
0.0,0.0,0,-93.32449,29.7947,1
12.8,42.0,44,-94.04392,29.41195,1
0.0,0.0,0,-89.94571,29.87157,1
12.6,315.0,317,-94.48066,28.98881,2
0.0,0.0,0,-90.2096,29.12171,1
10.1,11.9,13,-90.00112,29.81682,1
11.3,286.3,284,-85.30986,28.0193,2
0.0,0.0,0,-96.36393,27.72169,1
0.0,0.0,0,-93.69827,29.25082,1
0.0,0.0,0,-95.24393,29.71825,1
1.0,305.2,10,-91.23201,27.9607,2
12.2,177.9,175,-93.20863,28.59323,2
0.0,0.0,0,-95.27642,29.73352,1
0.0,0.0,0,-95.27642,29.73351,1
102.3,360.0,511,-91.09844,29.69102,2
10.7,164.7,155,-93.66552,29.13887,2
0.5,25.3,95,-79.97978,26.18377,0
0.0,0.0,0,-92.18623,29.78081,1
0.0,0.0,0,-82.55882,27.63344,0
14.9,118.2,110,-85.53493,25.02181,0
0.0,0.0,0,-94.55384,29.29342,1
0.4,233.5,52,-88.8858,29.41748,1
14.5,56.8,59,-80.57042,24.64138,0
0.0,0.0,0,-95.00877,29.61248,1
0.0,0.0,0,-93.62426,29.41181,1
13.1,89.6,88,-82.84539,23.66555,0
15.9,37.0,38,-89.6525,28.58078,1
15.9,37.0,38,-89.64247,28.59242,1
11.7,352.5,355,-93.22325,29.20383,2
0.0,0.0,0,-89.94568,29.87157,1
15.9,37.0,38,-89.65592,28.57683,1
10.2,34.0,35,-89.99667,29.82826,1
16.9,113.4,113,-92.28329,27.73952,1
0.0,0.0,0,-90.32103,29.93864,1
10.0,341.5,333,-94.982,29.68438,2
15.9,327.3,328,-79.21817,30.09169,2
0.0,0.0,0,-94.59995,29.31915,1
0.0,0.0,0,-91.10173,29.65441,1
11.3,286.6,284,-85.30185,28.0172,2
8.6,111.3,105,-89.24546,28.69328,1
8.6,111.7,105,-89.24831,28.69431,1
0.1,222.5,116,-94.51385,29.15433,2
0.0,0.0,0,-95.31859,28.93884,1
0.0,0.0,0,-92.1881,29.78105,1
11.7,126.0,126,-94.04488,28.94048,1
11.7,352.3,355,-93.22637,29.22278,2
0.2,254.5,9,-96.19339,27.54649,1
0.0,0.0,0,-82.54955,27.86134,0
13.2,123.4,123,-90.94266,26.99132,1
0.0,0.0,0,-82.4426,27.91477,0
14.9,119.1,110,-85.41843,24.96485,0
0.6,266.5,273,-96.51692,27.67857,2
12.8,42.0,43,-94.04715,29.40885,1
12.9,43.0,45,-94.04057,29.415,1
0.7,274.1,271,-96.51721,27.67858,2
0.0,0.0,0,-95.28495,29.74649,1
16.1,326.5,327,-79.28379,30.18092,2
102.3,360.0,511,-91.09846,29.69101,2
0.0,0.0,0,-90.30314,29.95481,1
14.4,56.6,58,-80.57848,24.63651,0
0.0,0.0,0,-97.1937,27.82219,1
0.0,0.0,0,-88.77471,28.1741,1
10.7,35.3,31,-89.34064,29.01886,1
5.3,118.6,112,-89.50436,28.47907,1
0.0,0.0,0,-88.77472,28.17413,1
10.7,31.9,33,-89.33664,29.02431,1
0.0,0.0,0,-95.24394,29.71824,1
11.1,40.0,39,-90.02465,28.16478,1
9.5,319.2,319,-94.98387,29.68704,2
12.7,267.8,266,-91.89148,27.91752,2
0.0,0.0,0,-90.20319,29.13942,1
0.0,0.0,0,-95.14425,29.73471,1
0.3,249.1,9,-96.19304,27.54654,1
12.2,177.6,175,-93.20845,28.58922,2
0.0,0.0,0,-93.86951,29.72571,1
11.6,180.0,178,-93.21169,29.28257,2
14.0,251.9,252,-81.19191,24.39346,0
11.7,207.7,205,-89.58905,28.63321,2
12.4,300.6,300,-89.56344,29.37027,2
0.0,0.0,0,-89.97238,29.25459,1
11.6,202.6,200,-89.5807,28.64969,2
12.7,267.5,266,-91.88153,27.91786,2
0.0,0.0,0,-94.57545,29.32617,1
0.0,0.0,0,-82.44262,27.91483,0
0.0,0.0,0,-94.57544,29.32617,1
13.1,89.9,90,-84.5541,27.61305,0
0.0,0.0,0,-92.05258,29.43013,1
0.1,33.4,109,-93.88744,28.71088,1
11.6,72.1,80,-79.35342,26.27863,0
0.0,0.0,0,-94.59997,29.31917,1
14.3,182.8,184,-83.19857,26.8853,0
0.0,0.0,0,-82.63029,27.77638,0
0.0,0.0,0,-94.58469,29.33694,1
0.0,0.0,0,-80.12343,26.09525,0
16.9,113.4,113,-92.26547,27.73251,1
15.9,36.0,38,-89.63915,28.59627,1
0.0,0.0,0,-90.08114,29.90113,1
0.3,244.4,74,-88.8861,29.41731,2
10.1,22.1,23,-89.99898,29.82322,1
0.0,0.0,0,-90.08106,29.90114,1
15.0,118.6,110,-85.42769,24.96944,0
18.3,204.7,201,-93.43284,29.32974,2
0.0,0.0,0,-89.35508,29.25687,1
15.9,37.0,38,-89.64585,28.5885,1
13.1,89.2,87,-82.82278,23.66565,0
5.9,121.8,115,-89.51042,28.48213,1
0.1,174.3,61,-96.88353,27.78774,1
5.2,119.8,113,-89.50263,28.47821,1
10.1,330.8,511,-94.77551,29.32877,2
11.6,188.8,177,-93.66587,29.14226,2
0.0,0.0,0,-80.12086,26.07455,0
12.6,315.6,318,-94.47407,28.98298,2
12.6,315.2,317,-94.47735,28.98592,2
4.8,71.6,86,-95.26099,29.7269,1
0.0,0.0,0,-97.06877,27.84019,1
102.3,360.0,511,-91.09845,29.69095,2
0.0,0.0,0,-90.2032,29.13943,1
0.0,0.0,0,-82.4426,27.91477,0
0.0,0.0,0,-95.28497,29.74648,1
12.0,56.4,58,-95.33392,28.09628,1
1.0,306.7,9,-91.23229,27.96088,2
0.1,280.8,132,-93.85107,28.67831,2
0.0,0.0,0,-90.20604,29.14208,1
16.8,113.9,114,-92.24805,27.72582,1
14.0,245.5,244,-81.08863,24.42622,0
0.1,351.6,222,-80.07457,26.11797,0
0.0,0.0,0,-93.72545,29.58657,1
0.0,0.0,0,-80.25607,25.804,0
10.1,116.0,115,-89.94245,29.87325,1
0.3,242.1,71,-88.88598,29.41737,2
0.0,0.0,0,-91.09841,29.6911,1
0.0,0.0,0,-93.62436,29.41166,1
14.0,251.8,252,-81.19634,24.39212,0
11.7,170.9,170,-94.43809,28.72409,2
14.4,296.2,297,-85.1659,28.1443,2
10.8,38.6,38,-89.33176,29.02987,1
0.0,0.0,0,-94.61329,29.32442,1
11.7,351.1,355,-93.22578,29.21905,2
0.0,0.0,0,-94.78558,28.67725,1
10.9,341.2,340,-94.97665,29.66939,2
11.9,173.0,170,-94.43681,28.71539,2
0.0,0.0,0,-93.32443,29.79464,1
0.0,0.0,0,-82.63029,27.77637,0
0.1,282.3,119,-93.64857,29.4353,2
0.0,0.0,0,-95.28496,29.74649,1
11.7,126.0,126,-94.04815,28.94267,1
1.2,121.4,511,-89.35482,29.25673,2
0.0,0.0,0,-80.07012,26.12555,0
0.5,266.3,186,-96.36229,27.56173,2
0.1,351.6,226,-80.07457,26.11793,0
13.6,181.7,179,-94.42376,27.82136,2
13.1,89.8,89,-84.56858,27.61287,0
0.2,275.8,132,-93.85098,28.67831,2
0.7,203.0,156,-93.84991,28.68045,2
102.3,360.0,511,-91.09841,29.69109,2
0.0,0.0,0,-89.35475,29.2567,1
0.0,0.0,0,-88.96733,29.04346,1
0.0,0.0,0,-80.11621,26.08808,0
0.0,0.0,0,-91.29704,29.68521,1
11.7,351.7,355,-93.22705,29.22679,2
11.8,171.6,169,-94.43737,28.7192,2
0.0,0.0,0,-90.21423,29.14206,1
0.0,0.0,0,-90.21425,29.14204,1
10.8,341.7,341,-94.97799,29.67285,2
10.8,40.3,39,-89.32662,29.03524,1
0.0,0.0,0,-94.47,29.25239,1
0.0,0.0,0,-95.2764,29.73351,1
11.7,180.7,178,-93.21166,29.3689,2
12.3,301.0,301,-89.57136,29.37438,2
11.6,180.1,178,-93.21168,29.28626,2
13.1,88.8,89,-84.55896,27.61302,0
13.1,88.9,88,-84.56366,27.61293,0
0.0,0.0,0,-95.20448,29.74187,1
0.0,0.0,0,-97.06983,27.84399,1
13.2,123.4,123,-90.94776,26.99432,1
8.7,111.2,106,-89.25134,28.69537,1
14.0,252.1,252,-81.20989,24.38809,0
8.7,111.4,105,-89.24247,28.69225,1
12.3,297.3,303,-89.57871,29.37812,2
11.0,38.0,38,-90.01877,28.17122,1
0.1,231.7,269,-96.51384,27.67966,2
0.0,0.0,0,-80.24544,25.79635,0
0.0,0.0,0,-92.05258,29.43013,1
0.0,0.0,0,-97.06985,27.84398,1
0.0,0.0,0,-92.18622,29.78081,1
1.0,305.4,10,-91.23171,27.96051,2
10.1,117.0,118,-89.94577,29.87477,1
10.8,182.1,511,-94.78218,29.35824,2
0.0,0.0,0,-94.78558,28.67728,1
0.0,0.0,0,-88.96733,29.04346,1
0.0,0.0,0,-90.20962,29.12175,1
0.6,16.7,95,-79.97963,26.18412,0
18.4,200.6,199,-93.43975,29.31396,2
16.2,326.6,327,-79.30366,30.20674,2
18.2,202.5,198,-93.43515,29.32451,2
0.0,0.0,0,-89.97241,29.25463,1
12.7,267.7,266,-91.89608,27.91736,2
14.3,187.4,187,-83.18931,26.98634,0
14.3,183.2,183,-83.19905,26.87656,0
13.7,180.8,180,-94.42363,27.82661,2
11.9,172.4,170,-94.4355,28.70668,2
0.0,0.0,0,-95.27641,29.73353,1
0.0,0.0,0,-80.11621,26.08808,0
0.0,0.0,0,-80.25601,25.80401,0
0.0,0.0,0,-91.29707,29.68522,1
14.4,295.9,297,-85.17044,28.14626,2
0.0,0.0,0,-93.86951,29.7257,1
1.4,16.9,20,-82.55551,27.85857,0
0.3,257.7,9,-96.1934,27.54644,1
11.7,127.0,127,-94.03737,28.9355,1
0.3,256.8,9,-96.1941,27.54632,1
11.0,38.0,38,-90.01483,28.1756,1
0.0,0.0,0,-95.00885,29.61255,1
5.9,121.2,114,-89.54776,28.50215,1
0.0,0.0,0,-92.05258,29.43014,1
0.0,0.0,0,-88.77477,28.17412,1
0.5,14.1,95,-79.97956,26.18429,0
12.5,46.0,47,-94.1177,29.34942,1
0.5,259.0,75,-88.89452,29.41357,2
0.0,0.0,0,-93.32447,29.79469,1
0.2,271.4,131,-93.85089,28.6783,2
0.0,0.0,0,-94.53062,29.30533,1
0.0,0.0,0,-89.3548,29.25662,1
0.0,0.0,0,-89.33906,28.88564,1
0.4,147.5,233,-80.06915,26.12476,0
0.0,0.0,0,-95.15918,28.86083,1
0.0,0.0,0,-95.27559,29.73066,1
0.0,0.0,0,-80.11621,26.08808,0
11.7,126.0,127,-94.04132,28.93817,1
0.6,12.5,95,-79.97951,26.18446,0
12.0,55.6,58,-95.31815,28.1057,1
10.1,114.0,115,-89.93902,29.87189,1
0.0,0.0,0,-89.97239,29.25456,1
0.5,266.5,185,-96.36172,27.56177,2
0.0,0.0,0,-90.20606,29.14208,1
0.0,0.0,0,-91.09841,29.69112,1
12.7,268.0,266,-91.88748,27.91763,2
14.4,295.9,297,-85.16101,28.14217,2
0.0,0.0,0,-90.20604,29.14209,1
0.5,266.2,186,-96.36211,27.56174,2
0.5,266.0,186,-96.36246,27.56171,2
0.0,0.0,0,-82.6303,27.77637,0
9.8,342.4,341,-94.98027,29.67918,2
13.2,88.8,88,-84.54445,27.6131,0
0.1,95.4,216,-90.30308,29.9548,1
11.7,352.6,355,-93.22767,29.23058,2
0.0,0.0,0,-92.18622,29.78081,1
0.0,0.0,0,-92.18622,29.78081,1
11.0,39.0,39,-90.0091,28.18198,1
0.0,0.0,0,-96.9107,27.8204,1
0.0,0.0,0,-93.32448,29.79467,1
12.8,45.0,49,-94.03392,29.42097,1
10.4,146.1,145,-93.66345,29.13544,1
0.0,0.0,0,-82.44262,27.91479,0
0.0,0.0,0,-94.47002,29.25231,1
12.1,172.9,161,-93.20794,28.58134,2
0.4,259.6,9,-96.19329,27.54648,1
11.5,143.6,141,-93.20208,28.57253,2
11.3,146.9,142,-93.20534,28.57649,2
16.1,325.9,327,-79.3068,30.21079,2
0.0,0.0,0,-97.1939,27.8223,1
10.7,38.8,34,-89.32402,29.03796,1
0.0,0.0,0,-94.59995,29.31918,1
16.8,113.2,113,-92.25336,27.7279,1
0.0,0.0,0,-97.06878,27.84021,1
10.9,144.9,144,-93.65894,29.12967,1
11.5,72.3,82,-79.42574,26.25903,0
0.0,0.0,0,-92.05258,29.43013,1
1.3,277.8,256,-96.51894,27.67872,2
14.7,115.9,107,-85.40715,24.95934,0
0.0,0.0,0,-93.86953,29.72569,1
0.0,0.0,0,-88.96733,29.04345,1
0.0,0.0,0,-94.78015,29.3623,1
0.0,0.0,0,-95.2764,29.73351,1
0.0,0.0,0,-94.57545,29.32615,1
10.3,30.7,30,-89.98868,29.83748,1
4.7,140.4,138,-95.25082,29.72339,1
0.4,238.1,81,-88.88639,29.41718,2
0.0,0.0,0,-82.44262,27.91479,0
0.0,0.0,0,-95.31859,28.93884,1
17.0,201.3,196,-93.38977,29.44186,2
0.0,0.0,0,-93.32448,29.79466,1
0.0,0.0,0,-96.36388,27.72166,1
0.9,275.1,268,-96.51753,27.6786,2
15.0,118.3,110,-85.42286,24.96705,0
0.0,0.0,0,-93.6243,29.41173,1
0.0,0.0,0,-90.21423,29.14206,1
0.0,0.0,0,-89.33906,28.88562,1
0.3,256.3,9,-96.19423,27.5463,1
0.0,0.0,0,-95.2764,29.73351,1
12.0,56.1,58,-95.3265,28.10067,1
0.0,0.0,0,-94.61329,29.3244,1
11.9,172.3,170,-94.43483,28.70218,2
12.3,310.1,310,-89.58256,29.38039,2
0.0,0.0,0,-88.77475,28.17411,1
0.0,0.0,0,-82.55881,27.63341,0
0.0,0.0,0,-82.4427,27.9186,0
0.0,0.0,0,-80.07458,26.11798,0
0.1,351.6,218,-80.07457,26.11798,0
0.0,0.0,0,-93.64862,29.43531,1
0.0,0.0,0,-97.06984,27.84397,1
0.0,0.0,0,-88.96726,29.04343,1
0.0,0.0,0,-94.77401,29.32724,1
0.0,0.0,0,-80.12085,26.07456,0
9.7,312.7,312,-94.98825,29.69137,2
12.3,301.1,300,-89.5748,29.37616,2
4.8,109.8,120,-95.25468,29.72614,1
12.1,171.4,169,-93.3442,29.76093,2
18.3,198.2,193,-93.44409,29.30442,2
14.5,56.3,58,-80.55824,24.64872,0
0.0,0.0,0,-93.32446,29.79469,1
0.0,0.0,0,-95.00887,29.61255,1
0.0,0.0,0,-97.06877,27.8402,1
11.6,175.2,173,-94.43106,29.01443,2
0.0,0.0,0,-94.78557,28.67727,1
11.6,74.4,81,-79.32485,26.28659,0
0.0,0.0,0,-94.65591,29.23049,1
0.0,0.0,0,-94.61328,29.32439,1
0.0,0.0,0,-94.6132,29.32453,1
12.1,56.3,59,-95.31448,28.1079,1
